요양기관명,시도코드명,시군구코드명,주소,위도,경도
뿡뿡이연합소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 장기로 167, 제223동 201-1호 (본리동, 성당레미안이편안세상)",35.8429751,128.5418865
사)한국뇌전증협회우리의원,서울특별시,중구,"서울특별시 중구 만리재로 177, 지하1층 11호,12호호 (만리동2가)",37.5571314,126.9686222
사과나무소아청소년과의원,경상북도,경산시,"경상북도 경산시 압량읍 압독3로 15, 303호",35.8411631,128.7640697
사과나무소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 승학로 567, 301호 (검암동)",37.56670769999999,126.6826228
사랑나무 소아청소년과의원,강원도,춘천시,"강원특별자치도 춘천시 방송길 84, (온의동,롯데마트3층)",37.8686279,127.7180146
사랑빛소아청소년과의원,경기도,하남시,"경기도 하남시 감일백제로180번길 9, 4층 404,405호 (감이동)",37.5055752,127.1651896
사랑소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 향기로 58, 향동프라자 201호 (향동동)",37.5951571,126.892359
사랑소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 새오개로111번안길 31, 201호 (신현동)",37.5224249,126.6648467
사랑소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강4로 176, 현대프라자 2층 (장기동)",37.6478375,126.6627932
사랑아이소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 마장로 137, 221동 2층 108,109호 (상왕십리동, 텐즈힐몰)",37.5693623,127.0247156
사랑애의원,경상북도,경산시,"경상북도 경산시 경산로44길 11, (옥산동)",35.8276314,128.7265003
사랑의 소아과의원,경상북도,경주시,"경상북도 경주시 황성로 59, 2층 (황성동)",35.8675167,129.216903
사랑의내과소아청소년과의원,경기도,성남중원구,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 202-1호 (상대원동)",37.432769,127.1596395
사랑의소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 강서로 154, 4층 402호 (화곡동, 힐탑빌딩)",37.5407186,126.8415303
사랑의원,경기도,광주시,"경기도 광주시 경충대로1480번길 5, 이레타워 2층 201,203호 (쌍령동)",37.4017068,127.2717753
사랑이가득한소아과의원,경기도,군포시,"경기도 군포시 금산로 98, 1층 (산본동)",37.3706788,126.9370036
사랑해소아청소년과연합의원,경상남도,김해시,"경상남도 김해시 율하1로 110, 4층 401호 (율하동)",35.1727952,128.8156376
사하튼튼소아청소년과의원,부산광역시,부산사하구,"부산광역시 사하구 다대로 302, 4,5,7,8층 (장림동)",35.0754326,128.9764641
사회복지법인한국혈우재단부산의원,부산광역시,부산사상구,"부산광역시 사상구 가야대로 272, 메디칼센타 7층 (주례동)",35.1500841,129.0022672
산들소아청소년과의원,경기도,부천소사구,"경기도 부천시 소사구 범안로219번길 19, 1층 106호 (옥길동, 부천옥길자이)",37.4637986,126.8126153
산본연세소아청소년과의원,경기도,군포시,"경기도 군포시 산본천로 62, 402호 (산본동, 인베스텔)",37.3604455,126.9305934
삼도선린의원,경상북도,포항북구,"경상북도 포항시 북구 흥해읍 도음로877번길 8, 204호",36.0794136,129.3304962
삼산명의원,인천광역시,인천부평구,"인천광역시 부평구 수변로 333, 207호호 (삼산동, 삼산타운)",37.5152953,126.7373189
삼성365소아청소년과의원,경기도,화성시,"경기도 화성시 동탄순환대로20길 45, 201호 (목동, 동탄 금강펜테리움 센트럴파크Ⅳ)",37.1876377,127.122681
삼성귀요미소아청소년과의원,경기도,성남중원구,"경기도 성남시 중원구 금빛로 43, 3층 301호 (금광동)",37.44382179999999,127.1605731
삼성드림소아청소년과의원,서울특별시,도봉구,"서울특별시 도봉구 마들로 650, 308호 (방학동, 도봉월드)",37.6680262,127.0470738
삼성드림소아청소년과의원,서울특별시,강북구,"서울특별시 강북구 오현로 193-0, 3층 (번동, 한성빌딩)",37.6289874,127.0393943
삼성드림소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 마들로3길 15, 2층 (월계동, 월계이마트)",37.6273402,127.0618582
삼성드림소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 성덕정길 106, 2층 (성수동2가)",37.5370996,127.055095
삼성드림소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 선유로 76, 301호 (문래동3가, 동국메뜨리앙)",37.5206222,126.8899239
삼성드림소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 광성로 17, 상가동 112호, 113호 (신수동, 신촌숲아이파크)",37.5499797,126.934979
삼성드림소아청소년과의원,서울특별시,강동구,"서울특별시 강동구 상일로 55, 고덕자이아파트상가동 201호 (상일동)",37.5523642,127.170184
삼성드림소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 선릉로 309-1, 더 스톤 한티빌딩 1층 (역삼동)",37.4970581,127.0522491
삼성드림소아청소년과의원,전라북도,전주덕진구,"전북특별자치도 전주시 덕진구 가련산로 18, 리더빌딩 4층 401호 (덕진동2가)",35.8411632,127.1111447
삼성드림소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 동광로 120, 3층층 (일도이동)",33.5066604,126.5399106
삼성드림소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 강남동로 10, (구갈동, 강남피아)",37.2712287,127.1281869
삼성드림소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 산성대로 433, (단대동, 2층)",37.450651,127.1590503
삼성드림소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 광교로 191, 3층 (이의동, 이마트 광교점)",37.296575,127.0477062
삼성드림소아청소년과의원,경기도,남양주시,"경기도 남양주시 천마산로 21, 303-1호 (호평동)",37.66351239999999,127.2474659
삼성드림소아청소년과의원,경기도,오산시,"경기도 오산시 수목원로 458, 3층 302호 (금암동)",37.174739,127.0505284
삼성드림소아청소년과의원,경기도,평택시,"경기도 평택시 용죽3로 24, 2층 201호 (용이동)",36.9940976,127.1254278
삼성드림소아청소년과의원,경기도,하남시,"경기도 하남시 신우실로 61, 푸리마타워 4층 405~406호 (감일동)",37.5098348,127.1615188
삼성드림아이소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 마북로154번길 3, (마북동, 테라스가든 B동 203호)",37.3037128,127.1240341
삼성드림아이소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 위례광장로 310, B동 5층 502호 (창곡동, 우성트램타워)",37.4727407,127.1426931
삼성드림의원,경기도,안산단원구,"경기도 안산시 단원구 화정천동로4길 24, (와동, 진목공)",37.3445473,126.8211421
삼성무지개소아청소년과의원,충청남도,아산시,"충청남도 아산시 탕정면 탕정면로 37, 상가동 212호 (탕정삼성트라팰리스아파트)",36.8027536,127.062553
삼성미래산부인과의원,경기도,부천원미구,"경기도 부천시 원미구 부흥로 270, 1~6층, 부흥로 268, 1~3층, 5~6층 (중동)",37.4948074,126.7723762
삼성바른의원,서울특별시,동대문구,"서울특별시 동대문구 전농로 134, 1층 (전농동)",37.576851,127.0580361
삼성서울키즈소아청소년과의원,서울특별시,은평구,"서울특별시 은평구 백련산로 84, (응암동)",37.5930095,126.9236514
삼성손앤박이비인후과의원,서울특별시,성북구,"서울특별시 성북구 종암로 123, 2층 202호 (종암동)",37.6009919,127.0331641
삼성연합소아청소년과의원,충청북도,청주서원구,"충청북도 청주시 서원구 장전로6번길 32, 2,3층 (성화동)",36.6169832,127.4475913
삼성영재소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 양천로 690, 2층 (염창동, 호서빌딩)",37.5501783,126.8726208
삼성오케이의원,인천광역시,인천계양구,"인천광역시 계양구 안남로 571, 2층 (효성동)",37.5341379,126.7097964
삼성울트라성장소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 일원로 115, 삼성생명 일원역 빌딩 B동 2층 202-2호 (일원동)",37.4839034,127.0843629
삼성웰니스의원,경기도,하남시,"경기도 하남시 신우실로 73, 뉴욕타워 2층(전체), 3층 304호 (감일동)",40.7127753,-74.0059728
삼성정형외과의원,서울특별시,강서구,"서울특별시 강서구 화곡로 111, (화곡동)",37.5402263,126.8342188
삼성정형외과의원,경상남도,창원마산회원구,"경상남도 창원시 마산회원구 내서읍 삼계4길 34, 34",35.2336021,128.5039048
삼성제일소아청소년과의원,경기도,화성시,"경기도 화성시 동탄솔빛로 67, 303호 (반송동, 성우프라자)",37.1948374,127.0742968
삼성준소아청소년과의원,서울특별시,동작구,"서울특별시 동작구 상도로 65, 3층 (대방동)",37.499986,126.9279212
삼성키즈I소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 신원로 40, 301호 (신원동, 삼송씨티프라자)",37.6639634,126.8884897
삼성키즈소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 신풍로 77, A동 109호 (신길동, 래미안에스티움)",37.5009072,126.913563
삼성키즈소아청소년과의원,서울특별시,은평구,"서울특별시 은평구 진관2로 57-7, 253동 B106호,B107호 (진관동, 은평뉴타운 우물골두산위브아파트상가)",37.6351744,126.923781
삼성키즈소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 선릉로 26, JS빌딩 3층 (개포동)",37.4822534,127.0614852
삼성키즈소아청소년과의원,서울특별시,광진구,"서울특별시 광진구 아차산로 478, 4층 (구의동)",37.540312,127.095016
삼성키즈소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 145, (잠실동, 리센츠상가 3층 A36호 좌측일부,  A37호)",37.5119601,127.0869604
삼성키즈소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 매봉길 13, 지하층 208호 (옥수동, 래미안옥수리버젠 상가)",37.544245,127.0153288
삼성키즈소아청소년과의원,서울특별시,구로구,"서울특별시 구로구 천왕로 106, 골드프라자 303호 (천왕동)",37.4860308,126.8385504
삼성키즈소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 등촌로 32, 303호 (목동, 태영프라자)",37.5328245,126.8641617
삼성키즈소아청소년과의원,서울특별시,성북구,"서울특별시 성북구 길음로 33, 상가B동 지하1층 20호 (길음동)",37.6075609,127.0179449
삼성키즈소아청소년과의원,서울특별시,서대문구,"서울특별시 서대문구 수색로 100, 103동 6호 (북가좌동, DMC래미안e편한세상)",37.5725067,126.9109076
삼성키즈소아청소년과의원,대구광역시,대구동구,"대구광역시 동구 메디밸리로 19, 4층 403호 (대림동, 대동타워)",35.8745269,128.7492904
삼성키즈소아청소년과의원,경기도,안산상록구,"경기도 안산시 상록구 반석로 8, (본오동, 롯데마트 상록점 3층)",37.2965656,126.8619733
삼성키즈소아청소년과의원,경기도,안성시,"경기도 안성시 공도읍 진사길 11, 2층 (광동아이비)",36.9929047,127.1384999
삼성키즈소아청소년과의원,경기도,부천오정구,"경기도 부천시 오정구 여월로 60, (여월동)",37.5304772,126.7837191
삼성키즈소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 장고개로337번길 16, 402동 202호 (가좌동,가좌한신휴플러스상가)",37.4939452,126.6865657
삼성키즈소아청소년과의원,경기도,안양동안구,"경기도 안양시 동안구 동편로 136, 1동 202호 (관양동, 경진빌딩)",37.4101583,126.9670404
삼성키즈소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 동세로 86, 3층 (삼송동)",37.6500881,126.883826
삼성키즈소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 동백죽전대로527번길 98-2, (중동)",37.2810643,127.1442246
삼성키즈소아청소년과의원,경기도,하남시,"경기도 하남시 미사강변대로226번안길 9, 미사드림타워 301, 302호 (망월동)",37.5694647,127.1848748
삼성키즈소아청소년과의원,경기도,시흥시,"경기도 시흥시 배곧3로 96, 508호 (정왕동, M-플러스)",37.36997280000001,126.7297408
삼성키즈소아청소년과의원,경기도,남양주시,"경기도 남양주시 다산중앙로123번길 21-7, 신해센트럴타워 5층층 (다산동)",37.6229561,127.1516721
